Matiere_OF,ORDRE PRODUCTION,PLATEFORME,CODE CREME,DESCRIPTION,MP CODE,MP NAME,BESOIN (KG),WEEK
C270200000456240,456240,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C27020,PHENOXYETHANOL,7.65,13
C253000000456240,456240,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C25300,NA HYDROXYDE,5.661,13
C250000000456240,456240,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C25000,METHYL PARABEN,3.06,13
C215260000456240,456240,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C21526,CARBOMER HOMOPOLYMER (TYPE C),33.66,13
C205430000456240,456240,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C20543,ADAPALENE FINORGA/HELSINN NVS,3.06,13
C231500000456240,456240,RESS_6000L_GOAVEC,B25051,"DIFFER 0,1% GEL (MS NVS 3000K)",C23150,EDTA DISODIUM,3.06,13
C283500000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28350,STEARYLIQUE ALCOOL,25.25,13
C280000000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28000,SORBITAN MONOSTEARAT,20.2,13
C242670000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24267,IVERMECTINE HOVIONE,11.22,13
C273500000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27350,PROPYLENE GLYCOL,20.2,13
C273000000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27300,PROPYL PARABEN,1.01,13
C270200000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27020,PHENOXYETHANOL,10.1,13
C253000000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25300,NA HYDROXYDE,29.29,13
C250000000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25000,METHYL PARABEN,2.02,13
C242500000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24250,ISOPROPYL PALMITATE,40.4,13
C256300000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25630,OLEIQUE ALCOOL,20.2,13
C231500000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23150,EDTA DISODIUM,0.505,13
C229800000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C22980,DIMETICONE 20 CST,5.05,13
C219900000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21990,CITRIQUE ACIDE MONOHYDRATE,0.505,13
C217000000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21700,CETYLIQUE ALCOOL,35.35,13
C235500000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23550,GLYCEROL,40.4,13
C215800000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21580,CETEARETH-20 EP,30.3,13
C215350000456409,456409,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21535,CARBOMER1342/PEM TR1 USP,2.02,13
C205430000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,13
C214200000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C21420,CARBOMER934P/POL974P,4.545,13
C227800000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C22780,CYCLOMETHICONE 5.97%,131.3,13
C231500000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23150,EDTA DISODIUM,1.01,13
C235500000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23550,GLYCEROL,30.3,13
C250000000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25000,METHYL PARABEN,2.02,13
C249500000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C24950,METHYL GLUCOSE SESQU,35.35,13
C264900000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C26490,PEG 20 METH GLU SESQ,35.35,13
C270200000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27020,PHENOXYETHANOL,5.05,13
C273000000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27300,PROPYL PARABEN,1.01,13
C282000000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C28200,SQUALANE NATUREL,60.6,13
C253000000456243,456243,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25300,NA HYDROXYDE,1.616,13
C39004870000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900487,Carbomer Copolymer NF Type A,2.04,13
C39004930000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900493,ALPHA-CYCLODEXTRIN,20.4,13
C39005040000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900504,Dibutyl Adipate,86.7,13
C39007020000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900702,dl-alpha-Tocopherol,20.4,13
C39007130000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900713,Dimeticone 5 CS,61.2,13
C39007990000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900799,C12-15 Alkyl Benzoate,169.32,13
C39011280000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901128,XANTHAN GUM  75µm (92%),2.04,13
C39025200000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902520,Trisodium Ethylenediamine Disu,2.04,13
C39025690000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,13
C39002210000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900221,VP/EICOSENE COPOLYMER,51.0,13
C39024030000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902403,Tinosorb M **,40.8,13
C285000000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28500,TRIETHANOLAMINE,2.856,13
C39017990000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901799,Octinoxate USP,204.0,13
C270680000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,13
C233500000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23350,ETHYLHEXYL TRIAZONE,20.4,13
C233300000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,13
C233050000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23305,ETHANOL 96.0% V/V 215L,204.0,13
C39020190000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902019,Plantacare 1200 UP **,1.02,13
C284850000454923,454923,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,13
C210050000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C21005,BENZOYL PEROXYD HYD ARKEMA,241.4976,13
C270500000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C27050,POLOXAMER 182,7.07,13
C253000000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C25300,NA HYDROXYDE,6.2475,13
C231500000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C23150,EDTA DISODIUM,3.535,13
C230500000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C23050,DIOCTYL NA SULFOSUCC,1.8025,13
C205000000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C20500,ACRYLATES COPOLYMER,71.05,13
C278500000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C27850,SILICE COLLOIDAL ANH,0.7461,13
C273500000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C27350,PROPYLENE GLYCOL,142.8,13
C235500000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C23550,GLYCEROL,141.4,13
C214600000456217,456217,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C21460,CARBOMER 940/POL 980,28.56,13
C253000000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C25300,NA HYDROXYDE,1.734,13
C278500000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27850,SILICE COLLOIDAL ANH,0.2121,13
C273500000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27350,PROPYLENE GLYCOL,40.4,13
C270500000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27050,POLOXAMER 182,2.02,13
C235500000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23550,GLYCEROL,40.4,13
C231500000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23150,EDTA DISODIUM,1.01,13
C230500000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23050,DIOCTYL NA SULFOSUCC,0.505,13
C210050000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C21005,BENZOYL PEROXYD HYD ARKEMA,33.6664,13
C205000000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C20500,ACRYLATES COPOLYMER,20.2,13
C214600000456187,456187,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C21460,CARBOMER 940/POL 980,8.08,13
C250000000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25000,METHYL PARABEN,2.02,13
C273000000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27300,PROPYL PARABEN,1.01,13
C205430000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,13
C214200000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C21420,CARBOMER934P/POL974P,4.545,13
C253000000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C25300,NA HYDROXYDE,1.616,13
C270200000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C27020,PHENOXYETHANOL,5.05,13
C231500000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23150,EDTA DISODIUM,1.01,13
C235500000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C23550,GLYCEROL,30.3,13
C249500000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C24950,METHYL GLUCOSE SESQU,35.35,13
C282000000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C28200,SQUALANE NATUREL,60.6,13
C227800000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C22780,CYCLOMETHICONE 5.97%,131.3,13
C264900000456244,456244,RESS_1200L_GUERIN,B25074,DIFFERIN 0.1% (HELS/FINO) CRE,C26490,PEG 20 METH GLU SESQ,35.35,13
C273500000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C27350,PROPYLENE GLYCOL,20.4,13
C270460000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C27046,POLOXAMER 124 PE,1.02,13
C235500000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C23550,GLYCEROL,20.4,13
C231500000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C23150,EDTA DISODIUM,0.51,13
C230500000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C23050,DIOCTYL NA SULFOSUCC,0.255,13
C210170000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C21017,BENZOYL PEROXYD EPIDUO ARKEMA,17.85,13
C205430000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C20543,ADAPALENE FINORGA/HELSINN NVS,1.53,13
C203000000456455,456455,RESS_600L,B24690,"ADAPALENE 0,3 /BPO COMBO",C20300,ACRYLAMIDE COPOLYMER,20.4,13
C278500000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C27850,SILICE COLLOIDAL ANH,0.2121,13
C273500000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C27350,PROPYLENE GLYCOL,40.4,13
C270500000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C27050,POLOXAMER 182,2.02,13
C253000000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C25300,NA HYDROXYDE,1.836,13
C214600000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C21460,CARBOMER 940/POL 980,8.08,13
C231500000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C23150,EDTA DISODIUM,1.01,13
C230500000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C23050,DIOCTYL NA SULFOSUCC,0.505,13
C210050000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C21005,BENZOYL PEROXYD HYD ARKEMA,134.6664,13
C205000000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C20500,ACRYLATES COPOLYMER,20.2,13
C235500000456219,456219,RESS_1200L_GOAVEC,B27022,BENZAC AC 10% GEL (ARKEMA),C23550,GLYCEROL,40.4,13
C219910000456495,456495,RESS_4000L,B20E12,"CLOBETASOL 0,050% SHA JPN",C21991,CITRIQUE ACIDE MONOHYDRATE JPN,7.272,13
C220910000456495,456495,RESS_4000L,B20E12,"CLOBETASOL 0,050% SHA JPN",C22091,CLOBETASOL PROPIONATE JPN,1.515,13
C252310000456495,456495,RESS_4000L,B20E12,"CLOBETASOL 0,050% SHA JPN",C25231,NA CITRATE JPN,78.78,13
C222650000456495,456495,RESS_4000L,B20E12,"CLOBETASOL 0,050% SHA JPN",C22265,COCOBETAINE JPN,181.8,13
C233000000456495,456495,RESS_4000L,B20E12,"CLOBETASOL 0,050% SHA JPN",C23300,ETHANOL 96% V/V,303.0,13
C254100000456495,456495,RESS_4000L,B20E12,"CLOBETASOL 0,050% SHA JPN",C25410,NA LAURETH SULFATE CLOBEX,515.1,13
C270760000456495,456495,RESS_4000L,B20E12,"CLOBETASOL 0,050% SHA JPN",C27076,POLYQUATERNIUM 10 CLOBEX,60.6,13
C219900000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21990,CITRIQUE ACIDE MONOHYDRATE,0.505,13
C215350000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21535,CARBOMER1342/PEM TR1 USP,2.02,13
C215800000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21580,CETEARETH-20 EP,30.3,13
C217000000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21700,CETYLIQUE ALCOOL,35.35,13
C283500000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28350,STEARYLIQUE ALCOOL,25.25,13
C280000000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28000,SORBITAN MONOSTEARAT,20.2,13
C229800000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C22980,DIMETICONE 20 CST,5.05,13
C273000000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27300,PROPYL PARABEN,1.01,13
C270200000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27020,PHENOXYETHANOL,10.1,13
C253000000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25300,NA HYDROXYDE,29.29,13
C250000000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25000,METHYL PARABEN,2.02,13
C242670000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24267,IVERMECTINE HOVIONE,11.22,13
C242500000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24250,ISOPROPYL PALMITATE,40.4,13
C235500000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23550,GLYCEROL,40.4,13
C256300000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25630,OLEIQUE ALCOOL,20.2,13
C273500000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27350,PROPYLENE GLYCOL,20.2,13
C231500000456402,456402,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23150,EDTA DISODIUM,0.505,13
C39017990000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901799,Octinoxate USP,204.0,13
C284850000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,13
C270680000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,13
C233500000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23350,ETHYLHEXYL TRIAZONE,20.4,13
C233300000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,13
C233050000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23305,ETHANOL 96.0% V/V 215L,204.0,13
C39025690000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,13
C39025200000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902520,Trisodium Ethylenediamine Disu,2.04,13
C39024030000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902403,Tinosorb M **,40.8,13
C39020190000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902019,Plantacare 1200 UP **,1.02,13
C39007020000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900702,dl-alpha-Tocopherol,20.4,13
C39007990000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900799,C12-15 Alkyl Benzoate,169.32,13
C39007130000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900713,Dimeticone 5 CS,61.2,13
C39005040000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900504,Dibutyl Adipate,86.7,13
C39004930000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900493,ALPHA-CYCLODEXTRIN,20.4,13
C39004870000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900487,Carbomer Copolymer NF Type A,2.04,13
C39002210000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900221,VP/EICOSENE COPOLYMER,51.0,13
C285000000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28500,TRIETHANOLAMINE,2.856,13
C39011280000454924,454924,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901128,XANTHAN GUM  75µm (92%),2.04,13
C290100000456359,456359,RESS_S450L_S25L,B26212,LOCERYL BSO 5% SOL,C29010,AMOROLFINE CHL NV,25.645248,13
C236800000456359,456359,RESS_S450L_S25L,B26212,LOCERYL BSO 5% SOL,C23680,GLYCEROL TRIACETATE,4.8085,13
C234000000456359,456359,RESS_S450L_S25L,B26212,LOCERYL BSO 5% SOL,C23400,ETHANOL ANHYDRE,221.1903,13
C233250000456359,456359,RESS_S450L_S25L,B26212,LOCERYL BSO 5% SOL,C23325,ETHYL ACETATE 200L,68.9217,13
C255850000456359,456359,RESS_S450L_S25L,B26212,LOCERYL BSO 5% SOL,C25585,NH4 METHACRYLATCOP A,57.3012,13
C211650000456359,456359,RESS_S450L_S25L,B26212,LOCERYL BSO 5% SOL,C21165,BUTYL ACETATE 200L,22.8403,13
C39004870000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900487,Carbomer Copolymer NF Type A,2.04,13
C39025690000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,13
C39025200000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902520,Trisodium Ethylenediamine Disu,2.04,13
C39024030000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902403,Tinosorb M **,40.8,13
C39020190000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902019,Plantacare 1200 UP **,1.02,13
C39017990000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901799,Octinoxate USP,204.0,13
C39011280000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901128,XANTHAN GUM  75µm (92%),2.04,13
C39007990000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900799,C12-15 Alkyl Benzoate,169.32,13
C39007130000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900713,Dimeticone 5 CS,61.2,13
C39007020000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900702,dl-alpha-Tocopherol,20.4,13
C39005040000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900504,Dibutyl Adipate,86.7,13
C39004930000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900493,ALPHA-CYCLODEXTRIN,20.4,13
C39002210000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900221,VP/EICOSENE COPOLYMER,51.0,13
C233500000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23350,ETHYLHEXYL TRIAZONE,20.4,13
C270680000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,13
C285000000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28500,TRIETHANOLAMINE,2.856,13
C284850000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,13
C233300000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,13
C233050000456507,456507,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23305,ETHANOL 96.0% V/V 215L,204.0,13
C273550000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C27355,PROPYLENE GLYCOL JPN,163.2,14
C270450000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C27045,POLOXAMER 124 JPN,8.16,14
C235520000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C23552,GLYCEROL JPN,163.2,14
C231550000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C23155,EDTA DISODIUM JPN,4.08,14
C230520000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C23052,DIOCTYL Na SULFOSUCCINATE JPN,2.04,14
C210220000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C21022,BENZOYL PEROXYD HYD JPN,142.8,14
C205360000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C20536,ADAPALENE JPN NVS,4.08,14
C203000000454918,454918,RESS_4000L,B20C71,ADAPALENE/BPO COMBO WW GEL JPN,C20300,ACRYLAMIDE COPOLYMER,163.2,14
C270500000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27050,POLOXAMER 182,2.02,14
C278500000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27850,SILICE COLLOIDAL ANH,0.2121,14
C273500000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C27350,PROPYLENE GLYCOL,40.4,14
C253000000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C25300,NA HYDROXYDE,1.734,14
C205000000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C20500,ACRYLATES COPOLYMER,20.2,14
C210050000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C21005,BENZOYL PEROXYD HYD ARKEMA,33.6664,14
C235500000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23550,GLYCEROL,40.4,14
C214600000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C21460,CARBOMER 940/POL 980,8.08,14
C230500000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23050,DIOCTYL NA SULFOSUCC,0.505,14
C231500000456186,456186,RESS_1200L_GOAVEC,B27020,BENZAC AC 2.5% GEL (ARKEMA),C23150,EDTA DISODIUM,1.01,14
C267100000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C26710,PEG 40 STEARATE,0.7038,14
C256300000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C25630,OLEIQUE ALCOOL,0.2346,14
C207200000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C20720,AMANDE HUILE RAFF.,0.4692,14
C216600000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C21660,CETOSTEARYLIQUE ALCOOL PE,0.9384,14
C218500000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C21850,CHOLESTEROL,0.2346,14
C231500000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C23150,EDTA DISODIUM,0.2346,14
C235500000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C23550,GLYCEROL,1.4076,14
C236500000456353,456353,RESS_S450L_S25L,B20401,METVIX CRE,C23650,GLYCEROL STEARATE AE,1.4076,14
